pair_id,name_1,name_2,is_duplicate
243987,Reliance Clothing India Private Ltd.,Reliance Retail Ltd.,1
244071,Michelin Group,Sociedade Michelin De Participacoes Ind E Comercio Ltda,1
244076,GYMAP GROUP,STE GYMAP,1
244428,SOPREMA OBERROSSBACH,SOPREMA SOURGES,1
244505,Sika Kimia Sdn. Bhd.,Sika Pakistan (Pvt) Ltd.,1
244543,Michelin Na Asrc,Michelin India Private Ltd.,1
244936,Sumitomo Industrias Pesadas Do Brasil Ltda,Sumitomo Rubber Industries,1
245111,P.GROUP SO.F.TER. DEUTSCHLAND GmbH,SO.F.TER.,1
245255,EIFFAGE,EIFFAGE CONSTRUCTION ALPES DAUPHINE,1
245406,Bridgestone Firestone Venezolana C,Bridgestone Firestone De Mexico Sa De Cv,1
245470,Sika S A.,Sika (Cambodia) Ltd.,1
245729,Pt Bridgestone Tire Indonesia,Bridgestone De Costa Rica S.A.,1
245835,Bridgestone Stargard Sp Zoo,Bridgestone Canada Inc.,1
245968,"Bridgestone India Pvt., Ltd.",Bridgestone Do Brasil Industria & Comercio Ltda,1
246363,Bridgestone India Automotive Products Private Ltd.,Bridgestone Stargard Sp Zoo,1
246439,"SIA""CENTRUM EUROPA""","ООО ""ЦЕНТРУМ""",1
246564,Bridgestone Firestone Do Brasil,"Bridgestone India Pvt., Ltd.",1
246591,"Flex?Computing?(Suzhou) ?Co.,? Ltd.",Flex Sol,1
246732,Basf Corp.,Basf Construction Chemicals Ua,1
246908,BITUMIX,BITUMIX S.A.,1
246961,SOPREMA GROBBENDONK,SOPREMA OBERROSSBACH,1
247041,"Shanghai Michelin Tire Co., Ltd.",Michelin Group,1
247081,Bridgestone Hosepower Llc,Bridgestone Firestone De Argentina Saic,1
247265,Binex Line Corp.,Binex Line Corp. Vancouver,1
247345,Sumitomo Corp. Of America,Sumitomo Corporation Do Brasil Sa,1
247418,Pirelli Neumaticos Sa,Pirelli Neumaticos S.A.I.C.,1
247524,BASF Petronas Chemicals Sdn Bhd,BASF RUS GMBH,1
247569,TOTAL FRANCE (ARNAY LE DUC),TOTAL Polska Sp. z o.o.,1
247678,Sumitomo Rubber Do Brasil Ltda,Sumitomo Rubber Inds,1
247800,"Adhesives Research, Inc.","Adhesives Research, Inc.",1
247928,Arlanxeo Brasil Sa,Arlanxeo,1
247984,Bridgestone Do Brasil Industria & Comercio Ltda,Bridgestone Firestone Do Brasil,1
248066,SOPREMA Polska Sp. z o.o.,Soprema Iberia S.L.,1
248091,"Michelin Siam Co., Ltd.",Michelin Tyre Plc,1
248172,Bridgestone International Group,Bridgestone Neumaticos De Monterreysa De Cv,1
248241,EUROVIA CZECHY,Eurovia Polska S A,1
248286,Bridgestone Stargard Sp Zoo,Bridgestone India Automotive Products Private Ltd.,1
248299,Kraton Polymers Do Brasil Sa,Kraton Polymers Us. Llc,1
248684,TUBA TABAN,TUBA TERMO KAUÇUK TABAN SAN. VE TİC. LTD,1
248768,Pirelli Neumaticos Sa De Cv Boulev,Pirelli Neumaticos Sa De,1
248784,SOPREMA ALPIARCA,SOPREMA Polska Sp. z o.o.,1
248888,Sumitomo Rubber Do Brasil Ltda,Sumitomo Rubber Usa Llc,1
249033,"KIMBERLY-CLARK (NANJING) CARE PRODUCTS CO., LTD.","ООО ""КИМБЕРЛИ-КЛАРК""",1
249072,Daewoo International (America) Corp.,Posco Daewoo America Corp. Toronto B,1
249538,Giti Tire (Usa) Ltd.,Giti Tire Mfg. (Usa),1
249649,Bridgestone Canada Inc.,Bridgestone De Mexico S.A. De C.V.,1
249956,SOPREMA BLONIE,SOPREMA S.R.L.,1
250010,"Thai Bridgestone Co., Ltd.",Bridgestone Neumaticos De,1
250109,"Toyo Tires Zhangjiagang Co., Ltd.",Toyo Trans Inc.,1
250218,Kraton Polymers Us,Kraton Polymers Us. Llc,1
250596,Soprema Polska Sp Z O O,SOPREMA CASTELLBISBAL,1
250612,TOTAL PETROCHEMICALS FRANCE,Total Romania S.A.,1
250744,"Bridgestone (Huizhou) Tire Co., Ltd.","Bridgestone Golf (Shenzhen) Co., Ltd.",1
250837,Posco Daewoo America Corp. Toronto B,Posco Daewoo Corporation,1
250930,Bridgestone Firestone Do Brasil,Bridgestone Tire Co.,1
250975,"Michelin Siam Co., Ltd.",Michelin India Private Ltd.,1
250986,Giti Tire Mfg. (Usa) Ltd.,Giti Tire Mfg.,1
251173,Basf New Zealand Ltd.,"Basf Co., Ltd.",1
251205,Sumitomo Industrias Pesadas Do Brasil Ltda,Sumitomo Rubber Industries Usa,1
251273,Bridgestone De Mexico S.A. De C.V.,Bridgestone Firestone Venezolana,1
251291,"ООО""КАМИМП""","ООО""КАМИМП""",1
251410,"PAUL BAUDER GMBH & CO KG, LANDSBERG PLANT","PAUL BAUDER GMBH & CO.KG, ACHIM PLANT",1
251456,Bridgestone Neumaticos De Monterreysa De Cv,Bridgestone Tire,1
251710,Trinseo Europe Gmb H Vat Id Nl819885150 B01,Trinseo Europe Gmb H Tax Id Be0806160466,1
251733,Michelin Na Asrc,Michelin Espana Portugal Sa,1
252001,Exxonmobil Chemical Americas On,Exxonmobil Chemical Asia Pacific,1
252166,Bridgestone Neumaticos De,Bridgestone Stargard Sp Zoo,1
252418,Rhino Rugby,Rhino Rugby France,1
252602,Michelin North America Inc.,Michelin Tyre Plc,1
252917,Basf Chile S.A.,"Basf Finlay Pvt., Ltd.",1
252951,"Bridgestone India Pvt., Ltd.",Bridgestone International Group,1
253095,SOPREMA S.A.S.,soprema Soprema sas,1
253188,Synthomer (Uk) Ltd.,Synthomer Llc,1
253229,Soprema S.A.,SOPREMA BLONIE,1
253239,Soprema Polska Sp Z O O,Gestion Soprema Canada Inc.,1
253249,GENERAL MEMBRANE,GENERAL MEMBRANE S.A.,1
253256,Soprema Polska Sp Z O O,Soprema Iberia,1
253461,Evonik Corp.,Evonik India,1
253762,Yokohama Tire Corp.,Yokohama Re Mfg.,1
253845,SHOWA SHELL,Showa Shell Sekiyu K.K.,1
253849,Posco Daewoo Corporation,Fc Daewoo Textile Llc,1
253978,Bridgestone Firestone De Argentina Saic,Bridgestone Tire,1
254169,Soprema NV,soprema Soprema sas,1
254903,Dow Chemical,Dow Chemical International Private Ltd.,1
254953,Contitech Australia (Pty) Ltd.,Contitech India Private Ltd.,1
255083,Bridgestone International Group,Bridgestone Firestone De Mexico Sa De Cv,1
255126,Soprema S.A.,Soprema Polska Sp Z O O,1
255221,KILDAIR SERVICES,"Kildair Service, Ltd.",1
255374,ООО Руспласт,"РУСПЛАСТ, ООО (ЛОБАНОВО)",1
255422,Basf Auxiliary Chemicals,Basf Corp.,1
255606,JSR Corporation,LTD.,1
255612,"Michelin Siam Co., Ltd.",M.F.P. Michelin,1
255790,Bridgestone Tire Co.,Pt Bridgestone Tire Indonesia,1
255906,GEORG BOERNER,Georg Borner Chemisches Werk Fur Dach- Und Bautenschutz Gmbh & Co. Kg,1
256041,Exxonmobil Servicios Petroleros Mexico Sa De Cv,Exxonmobil Quimica Ltda,1
256079,Basf Corp.,Basf Sa,1
256223,Soprema Polska Sp Z O O,SOPREMA S.A.S.,1
256302,Zeon (Shanghai) Co. Ltd.,Zeon Corporation,1
256303,Bridgestone Firestone De Mexico Sa De Cv,Bridgestone Firestone De Argentina Saic,1
256449,Soprema NV,SOPREMA S.A.S.,1
256576,Ravago Ltd. (Hk),Ravago Distribution Sa,1
256664,Arlanxeo Brasil Sa,"Arlanxeo Singapore Pte., Ltd.",1
256704,SOPREMA GmbH,SOPREMA SOURGES,1
257200,Total Bitumen GmbH,TOTAL PETROCHEMICALS FRANCE,1
257249,"Yokohama Rubber Co., Ltd. The",Yokohama Tire Corp.,1
257317,Bridgestone Stargard Sp Zoo,Bridgestone India,1
257454,Arlanxeo International Group,Arlanxeo Singapore Pte. Lt,1
257466,Total Petrochemicals France SA,TOTAL RUMUNIA,1
257619,"Bridgestone (Huizhou) Tire Co., Ltd.",Bridgestone Neumaticos De,1
257684,SOPREMA S.R.L.,SOPREMA SOURGES,1
257851,"PAUL BAUDER GMBH & CO KG, BOCHUM PLANT","PAUL BAUDER GMBH & CO.KG, ACHIM PLANT",1
258036,"Bridgestone India Pvt., Ltd.","Bridgestone (Tianjin) Tire Co., Ltd.",1
258158,Bridgestone Stargard Sp Zoo,Bridgestone Neumaticos De Monterreysa De Cv,1
258444,Toyo Trans Inc.,"Toyo Tires Zhangjiagang Co., Ltd.",1
258579,Bridgestone De Mexico S.A. De C.V.,Bridgestone International Group,1
258597,"Basf Co., Ltd. Yeosu",Basf Corporation,1
258647,Soprema Canada,SOPREMA GmbH,1
258711,Arlanxeo Corp.,Ktn Underwood Arlanxeo Usa Llc,1
258743,EMULBIT,EMULBIT Sp. z o.o.,1
258998,Denka Company,Denka Kabushiki-gaisha,1
259175,FAMOS GMBH,FAMOS GmbH & Co. KG,1
259203,Basf Pakistan (Private) Ltd.,Basf Sa,1
259588,"Daramic, Llc, Zweigniederlassung Norderstedt","Daramic, LLC",1
259904,Bridgestone Firestone De Mexico Sa De Cv,Bridgestone India,1
259973,Reliance Industries Ltd.,Ryohin Keikaku Reliance India Private Ltd.,1
259984,"Adams Resources Exploration Corporation, 112 Oil And Gas Assets","Adams Resources Exploration Corporation, Oil And Gas Assets In Crocket And Irion Counties In Texas",1
260090,SOPREMA Polska Sp. z o.o.,SOPREMA S.R.L.,1
260113,"Bridgestone (China) Research And Development Co., Ltd.",Bridgestone Ncr,1
260216,Bridgestone De Costa Rica Sociedad Anoni,Bridgestone Hosepower Llc,1
260264,GARLAND,"The Garland Company, Inc.",1
260428,Cardiac Science Holdings (UK) Limited,Cardiac Science Corporation,1
260446,"Basf (China) Co., Ltd. Shanghai","Basf Co., Ltd.",1
260578,Soprema Iberia,Soprema Canada,1
260615,Bridgestone Ncr,Bridgestone India Automotive,1
260892,JX Nippon Oil & Gas Exploration (Myanmar) Limited,Nippon Oil Exploration (Sarawak) Limited,1
261043,"Bridgestone (Tianjin) Tire Co., Ltd.","Bridgestone India Pvt., Ltd.",1
261150,Bridgestone Ncr,Bridgestone De Costa Rica S.A.,1
261350,BITUVER,Isover Saint-Gobain,1
261513,Sika Sa,"Sika (Singapore) Pte., Ltd.",1
262012,Sumitomo Rubber Do Brasil Ltda,Sumitomo Rubber(Hunan) Co. Ltd.,1
262247,Kraton Polymers Nederland Bv,Kraton Polymers Us Llc,1
262268,Sika Mexicana S.A. De C.V.,Sika S A.,1
262352,JX Nippon Oil & Gas Exploration Technical Services Corporation,JX Nippon Oil & Gas Exploration (Brasil) Ltda,1
262394,Yokohama Industries Americas,Yokohama Tyre,1
262504,Bridgestone Do Brasil Industria E Comercio Ltda,Bridgestone Americas Tire,1
263026,NORDENIA,Nordenia deutschland osterburken gmbh,1
263042,Bridgestone De Costa Rica S.A.,Bridgestone International Group,1
263233,Bridgestone De Mexico S.A. De C.V.,"Bridgestone (China) Research And Development Co., Ltd.",1
263245,Synthos rubber,Synthos Dwory 7 Spolka,1
263332,МИШЛЕН,Michelin tires,1
263350,"Shanghai Michelin Warrior Tyre Co., Ltd.",Michelin Na Asrc,1
263459,Reliance Retail Ltd.,"Reliance Paul & Shark Fashions Pvt., Ltd.",1
263494,Basf Pakistan (Private) Ltd.,Basf Corporation,1
263576,Kraton Polymers Us Llc,Kraton Polymers Us Llc.,1
263594,Dow Chemical Thailand Ltd.,Dow Chemical Pacific,1
263910,Pirelli Neumaticos S.A. De C.V.,Pirelli Pneus Ltda,1
264483,Mitsubishi Chemical,Mitsubishi Chemical Performance,1
264636,Total Bitumen GmbH,Total Petrochemicals France SA,1
264737,SOPREMA BLONIE,SOPREMA OBERROSSBACH,1
264852,PAUL BAUDER GMBH & CO KG,Paul Bauder ag,1
264882,Trinseo Llc,Trinseo Europe Gmb H Trade Register 20162359,1
265068,Arlanxeo Corp.,"Arlanxeo Singapore Pte., Ltd. Tearlanxeo Canada Inc. 1265 Vidal",1
265316,Basf Pakistan Ltd.,Basf Sa,1
265525,Trinseo Europe Gmb H Tax Id Be0806160466,Trinseo Europe Gmb H Trade Register 20162359 Tax Id Be0806160466,1
265661,Bridgestone Ncr,"Bridgestone India Pvt., Ltd.",1
265768,Bridgestone De Costa Rica Sociedad Anoni,Bridgestone De Costa Rica S.A.,1
265922,Basf Corporation,Basf Sa,1
265971,Posco Daewoo America Corp.,Fc Daewoo Textile Llc,1
265986,Ineos Styrolution Do Brasil Polimeros Ltda,Ineos Styrolution America Llc,1
266096,SOPREMA CASTELLBISBAL,Soprema Canada,1
266437,"Arlanxeo Singapore Pte., Ltd. Tearlanxeo Canada Inc. 1265 Vidal",Arlanxeo Singapore Pte. Lt,1
266509,Pirelli Pneus Ltda,Pirelli Neumaticos Sa,1
266730,Arlanxeo Singapore Pte. Lt,Arlanxeo,1
266779,Pirelli Neumaticos Sa De Cv Boulev,Pirelli Tire Llc,1
266780,Fragmat TIM d.o.o.,FRAGMAT TIM d.d.,1
266901,Bridgestone Neumaticos De,Bridgestone Firestone De Mexico Sa De Cv,1
267334,"Pirelli Tyre Co., Ltd.",Pirelli Neumaticos Sa,1
267412,Bridgestone Firestone De Mexico Sa De Cv,"Bridgestone (China) Research And Development Co., Ltd.",1
267474,Bridgestone International Group,Bridgestone Do Brasil Industria E Comenrcio Ltda,1
267548,Bridgestone Do Brasil Industria E Comenrcio Ltda,Bridgestone Tire Co.,1
267689,Dow International Mexicana Sa De Cv,Dow International Mexicana S.A. De,1
267834,Arlanxeo Canada Inc.,Arlanxeo,1
267927,Bridgestone Neumaticos De,"Bridgestone （Huizhou）Synthetic Rubber Co., Ltd.",1
268165,Sika S.A. Chile,Sika Corporation,1
268208,Indian Synthetic Rubber Ltd.,Indian Synthetic Rubber Private Ltd.,1
268269,Reliance Retail Ltd.,Ryohin Keikaku Reliance India Private Ltd.,1
268484,GOTER,GOTER S.R.L.,1
268548,Basf Corp.,Basf Corporation,1
268581,Bridgestone Canada Inc.,Bridgestone Firestone De Mexico Sa De Cv,1
268654,Bridgestone Tire,Bridgestone Do Brasil Industria E Comenrcio Ltda,1
268720,Cengiz Insaat Sanayi ve Ticaret A.S.,Cengiz insaat Sanayi Ve Ticaret A S,1
269071,Bridgestone Tire,Bridgestone Do Brasil Industria E Comercio Ltda,1
269102,Pirelli Neumaticos Sa,Pirelli Neumaticos Sa De Cv Boulev,1
269114,"Bridgestone Golf (Shenzhen) Co., Ltd.",Bridgestone Hosepower Llc,1
269178,Pirelli Neumaticos Sa De,Pirelli Neumaticos Sa De Cv.,1
269212,Diesel Fashion India Reliance Private Ltd.,Reliance Brands,1
269846,Bridgestone Tire Co.,Bridgestone International Group,1
269856,Daewoo International Corp.,Fc Daewoo Textile Llc,1
269951,Posco Daewoo America Corp. Toronto B,Daewoo International Corp.,1
270006,Sumitomo Rubber Inds,"Sumitomo Rubber (Changshu) Co., Ltd.",1
270049,Bridgestone Canada Inc.,Pt Bridgestone Tire Indonesia,1
270572,Sika S A.,Sika Corporation,1
270641,Total Oil India Limited,Total Oil India Private Limited,1
270730,Soprema S.A.,SOPREMA GmbH,1
270788,"Zeon Research Vietnam Co., Ltd",ZEON Corporation (TSE:4205),1
271051,GOTER S.R.L.,Goter Thermoplastic Compounds Spa,1
271221,SOPREMA S.R.L.,soprema Soprema sas,1
271311,Bridgestone Tire Co.,Bridgestone India Automotive Products Private Ltd.,1
271462,Warren Plant Bato Bridgestone,Shenyang Bridgestone,1
271574,Bridgestone International Group,Bridgestone De Mexico S.A. De C.V.,1
271613,Exxonmobil Quimica Ltda,Exxonmobil Chemical Asia Pacific,1
271661,Bridgestone Ncr,Bridgestone International Group,1
271767,Sumitomo Corporation Of America,Sumitomo Corp. Of America,1
271770,Mitsubishi Chemical Performance,Mitsubishi Chemical China Commerce Ltd.,1
271990,Basf De Costa Rica Sociedad Anonima,"Basf Co., Ltd. Yeosu",1
272427,Basf Colors & Effects Usa Llc,Basf Sa,1
272465,Basf De Costa Rica Sociedad Anonima,Basf Corp.,1
272644,Sumitomo Rubber Inds,Sumitomo Rubber Usa 10 Sheridan,1
272738,Fenner USA,"Fenner Precision, Inc.",1
272997,Basf Corp.,Basf Colors & Effects Usa Llc,1
273078,Ryohin Keikaku Reliance India Private Ltd.,Reliance Brands,1
273097,Diesel Fashion India Reliance Private Ltd.,Reliance Spg Mills Ltd.,1
273238,Synthomer (Uk) Ltd.,Synthomer Ltd.,1
273445,TECHNPVINYL POLYMERS INDIA LTD.,Technovinyl Polymers India Limited,1
273458,Michelin India Technology Center Llp,Michelin Na Asrc,1
273566,"Danisco (India) Pvt., Ltd.","Danisco (China) Co., Ltd.",1
273720,Basf Peruana S.A.,Basf Japan Ltd.,1
274341,Pt Bridgestone Tire Indonesia,Bridgestone De Mexico S.A. De C.V.,1
274406,"Arlanxeo Singapore Pte., Ltd. Tearlanxeo Canada Inc. 1265 Vidal",Arlanxeo Singapore Pte.,1
274869,Bridgestone India,Bridgestone De Mexico S.A. De C.V.,1
274872,Fenner USA,"Fenner Advanced Sealing Technologies, Inc.",1
275068,Sika Kimia Sdn. Bhd.,Sika (China) Ltd.,1
275099,Sumitomo Rubber Inds,Sumitomo Industrias Pesadas Do Brasil Ltda,1
275646,SOPREMA GROBBENDONK,SOPREMA S.R.L.,1
275716,Basf India,Bdp International Basf Imp.,1
275724,Dow Chemical Pacific Ltd.,Dow Chemical Pacific,1
276119,Brenntag Mexico S.A. De C.V.,Brenntag Ecuador S.A.,1
276528,Basf Japan Ltd.,Basf Peruana S.A.,1
276587,Sumitomo Rubber Industriesusa,Sumitomo Rubber Do Brasil Ltda,1
276766,Brenntag Colombia S.A.,Brenntag Mexico S.A. De C.V.,1
276917,Michelin Na Asrc,"Michelin (Shenyang) Tyre Co., Ltd.",1
276964,"Bridgestone (Tianjin) Tire Co., Ltd.","Bridgestone(Shenyang) Tire Co., Ltd.",1
277101,Michelin Tyre Plc,Michelin North America (Canada) Inc.,1
277151,Bridgestone Hosepower Llc,Bridgestone Stargard Sp Zoo,1
277310,Sumitomo Rubber Usa Llc,Sumitomo Rubber(Hunan) Co. Ltd.,1
277417,Basf Pakistan (Private) Ltd.,Basf Japan Ltd.,1
277498,Michelin Tyre Plc,Sociedade Michelin De Participacoes Ind E Comercio Ltda,1
277598,SOPREMA Polska Sp. z o.o.,SOPREMA OBERROSSBACH,1
277931,API,A.P.I. APPLICAZIONI PLASTICHE INDUSTRIALI S.P.A.,1
278020,Dow Chemical Thailand Ltd.,Dow Chemical International Private Ltd.,1
278065,Bridgestone Stargard Sp Zoo,Bridgestone Do Brasil Industria E Comercio Ltda,1
278142,Basf Chile S A,Basf Corporation,1
278259,Sumitomo Industrias Pesadas Do Brasil Ltda,Sumitomo Rubber Inds,1
278339,Ryohin Keikaku Reliance India Private Ltd.,Reliance Industries Ltd.,1
278689,"Ravago Shah Polymers Pvt., Ltd.",Ravago Ltd. (Hk),1
278720,Sika India Private Ltd.,Sika Sa,1
279052,SOPREMA BLONIE,Gestion Soprema Canada Inc.,1
279165,Bridgestone Neumaticos De,Bridgestone Neumaticos De Monterreysa De Cv,1
279347,"Soprema, S.A.",SOPREMA BLONIE,1
279469,Eni Jr286 Inc.,Eni Jr286 Inc. (Code 26 273374500),1
279593,BOSTIK NEDERLAND B.V.,Бостик,1
279640,Bridgestone Firestone De Argentina Saic,Bridgestone Firestone Venezolana C,1
279815,Bridgestone Do Brasil Industria & Comercio Ltda,Bridgestone Do Brasil Industria E Comenrcio Ltda,1
279956,Pirelli Tire Llc,Pirelli Neumaticos S.A. De Cv,1
280416,Basf India Ltd.,"Basf Co., Ltd.",1
280505,Pirelli Neumaticos Sa De Cv Boulev,"Pirelli Tyre Co., Ltd.",1
280523,COPERNIT S.P.A.,"ООО""КОПЕРНИТ И К""",1
280696,Zeon Corporation,Zeon Belts Private Ltd.,1
280813,Bridgestone Firestone Venezolana,Bridgestone Neumaticos De,1
280867,US Ply ,US PLY INC.,1
280876,Sumitomo Rubber Industries Usa,Sumitomo Rubber Industriesusa,1
281082,SOPREMA Polska Sp. z o.o.,SOPREMA GROBBENDONK,1
281102,Zeon Asia Pte Ltd,ZEON Corporation (TSE:4205),1
281137,K Flex Usa,Nichirin Flex U . S . A . Inc.,1
281143,FATIH ÖKÇE,Fatih Okce Sanayi Ve Ticaret Anonim Sirketi,1
281168,Hexpol Compounding,Hexpol Compounding (Uk) Ltd.,1
281274,VETROASFALTO,Vetroasfalto S.p.a.,1
281404,EPIROC DRILLING SOLUTIONS LLC,"ООО""ЭПИРОК РУС""",1
281576,"Bridgestone India Pvt., Ltd.",Bridgestone Neumaticos De Monterreysa De Cv,1
281688,Basf Corporation,Basf De Costa Rica Sociedad Anonima,1
281796,"Youngnam Spinning Co., Ltd.",Youngnam Spinning,1
282042,"Bridgestone India Pvt., Ltd.",Bridgestone Neumaticos De,1
282202,Paul Bauder GmbH & Co. KG,"PAUL BAUDER GMBH & CO KG, LANDSBERG PLANT",1
282280,Michelin Espana Portugal Sa,Michelin India Private Ltd.,1
282332,TOTAL CZECH REPUBLIC,TOTAL CESKA REPUBLIKA s.r.o.,1
282372,Bridgestone Ncr,Bridgestone Firestone Venezolana C,1
282499,Yokohama Corp. Of North Ameri,"Yokohama Rubber Co., Ltd. The",1
282763,Sumitomo Rubber Industries,Sumitomo Rubber Do Brasil Ltda,1
282863,JX Nippon Oil & Gas Exploration (Brasil) Ltda,Nippon Oil Exploration (Sarawak) Limited,1
282873,JX Nippon Oil & Gas Exploration (Myanmar) Limited,JX Nippon Oil & Gas Exploration (Malaysia) Limited,1
282973,Arlanxeo Usa Llc,Arlanxeo,1
283221,Sika Kimia Sdn. Bhd.,Sika Mexicana S.A. De C.V.,1
283451,Pirelli Neumaticos Sa De Cv.,Pirelli Neumaticos Argentina Sa,1
283509,ВЕДАГ ГМБХ,VEDAG GmbH ,1
283668,Synthos rubber,Synthos Kralupy,1
283801,Hexpol Compounding (Uk) Ltd.,Hexpol Compounding,1
283859,Shenyang Bridgestone,Bridgestone Ncr,1
284000,"Basf's Paper Chemicals (Huizhou) Co., Ltd.",Basf Sa,1
284017,Bridgestone International Group,"Thai Bridgestone Co., Ltd.",1
284031,Bridgestone Tire,Bridgestone Stargard Sp Zoo,1
284118,Nizhnekamsk,OAO Nizhnekamskneftekhim,1
284402,Arlanxeo International Group,Arlanxeo Singapore Pte.,1
284530,COPERNIT ag,copernit spa,1
284572,Bridgestone Do Brasil Industria & Comercio Ltda,Bridgestone Americas Tire,1
284675,"Basf Co., Ltd.",Basf Quimica Colombiana S.A.,1
284895,Sunflag (Tanzania) Ltd.,Sunflag Thailand Ltd.,1
284993,"Thai Bridgestone Co., Ltd.",Bridgestone International Group,1
285048,Sika Sa,Sika Thailand,1
285070,Michelin Na Asrc,Michelin India Tamilnadu Tyres Private Ltd.,1
285790,Michelin Na Asrc,Michelin India Technology Center,1
285977,"Thai Bridgestone Co., Ltd.","Bridgestone (Huizhou) Tire Co., Ltd.",1
286006,"Zeon Advanced Polymix Co., Ltd.",Zeon Corporation,1
286121,"Kenda Rubber Industries Co., Ltd.","Kenda Rubber (China) Co., Ltd.",1
286273,Bridgestone Do Brasil Industria E Comercio Ltda,Bridgestone Tire,1
286322,Basf Construction Chemicals,Basf Corporation,1
286329,Kraton polymers ,Kraton,1
286451,LECTRA S.A.,"ООО""ЛЕКТРА РУССЛАНД""",1
286456,"Basf Finlay Pvt., Ltd.",Basf India,1
286457,Dupont (Korea) Inc.,E.I.Dupont De Nemours & Co. Inc.,1
286535,Bridgestone Ncr,Bridgestone Firestone Venezolana,1
286685,Synthomer Llc,Synthomer (Uk) Ltd.,1
286902,Bridgestone Tire Co.,Bridgestone Neumaticos De,1
286948,"Reliance Sibur Elastomers Pvt., Ltd.",Reliance Brands,1
286974,Bdp International Basf Imp.,Basf India Ltd.,1
287024,"Bharat Rubber Works Pvt., Ltd.",Bharat Bijlee Ltd.,1
287085,Bharat Electronics Ltd.,Bharat Enterprises,1
287090,Dow Chemical Pacific,"Dow Chemical (Shanghai) Co., Ltd.",1
287147,Japan Synthetic Rubber Co,LTD.,1
287268,Contitech Transportbandsysteme Gmb H,Contitech Chile S.A.,1
287387,"Sika (Singapore) Pte., Ltd.",Sika Lanka (Pvt) Ltd.,1
287532,Exxonmobil Quimica Ltda,Exxonmobil Servicios Petroleros Mexico Sa De Cv,1
287646,SAINT-GOBAIN,Isover Saint-Gobain,1
287674,Michelin Group,Michelin Espana Portugal Sa,1
287766,Bridgestone Firestone De Mexico Sa De Cv,Bridgestone Firestone Venezolana,1
287876,Basf Construction Chemicals,Basf Corp.,1
288037,Basf Construction Chemicals Ua,Basf Construction Chemicals,1
288038,"TAKATA AG""","ООО ""ТАКАТА РУС""",1
288383,Synthomer (Uk) Ltd.,Synthomer Llc C Oterminal Warehouse,1
288568,TOTAL POLSKA,TOTAL Polska Sp. z o.o.,1
288916,Bridgestone De Mexico S.A. De C.V.,Bridgestone Hosepower Llc,1
289108,Bridgestone De Mexico S.A. De C.V.,Bridgestone Neumaticos De Monterreysa De Cv,1
289303,Reliance Retail Ltd.,Reliance Brands,1
289508,Exxonmobil Chemical Americas Po Box 4549 Houston,Exxonmobil Chemical Asia Pacific,1
289930,PARKER KAWAKAMI,"Parker Kawakami Co., Ltd.",1
289959,Giti Tire (Usa) Ltd.,Giti Tire Mfg.,1
289983,"Kumho Tire (Tianjin) Co., Ltd.",Kumho Tire Changchun Co. Inc.,1
290087,Reliance Retail Ltd.,Reliance Industries Ltd.,1
290144,Mogat-Werke Adolf Boving Bitumen- Und Dachpappenfabrik Gesellschaft Mit Beschrankter Haftung,Mogat-Werke Adolf Böving Bitumen- und Dachpappen Fabrik GmbH,1
290347,JSR CORPORATION (TSE:4185),BST ELASTOMERS CO.,1
290396,Arlanxeo Corp.,Arlanxeo Singapore Pte.,1
290436,Exxonmobil Chemical Co. Baytown Chemical Plant,Exxonmobil Chemical Asia Pacific,1
290540,"JOWAT SE""/ЧЕРЕЗ ТЕРМИНАЛ A.C.""POL-SAD"",ПОЛЬША","ООО""ЙОВАТ""",1
290769,Basf Corporation,"Basf Finlay Pvt., Ltd.",1
290791,Gestion Soprema Canada Inc.,Soprema NV,1
290928,"Reliance Sibur Elastomers Pvt., Ltd.",Reliance Retail Ltd.,1
290971,MCT GMBH & CO. KG,MCT Misch & Compoundier Technik GmbH,1
291037,Bridgestone International Group,Bridgestone Canada Inc.,1
291073,"Bridgestone （Huizhou）Synthetic Rubber Co., Ltd.",Bridgestone Tire,1
291179,Evonik Cyro Llc,Evonik Cryo Llc,1
291235,"Bridgestone (Tianjin) Tire Co., Ltd.","Thai Bridgestone Co., Ltd.",1
291327,Safic Alcan Italia Sp A,Safic Alcan Group,1
291379,Pirelli Neumaticos Sa De,Pirelli Neumaticos S.A. De C.V.,1
291580,Bridgestone Firestone Venezolana,Pt Bridgestone Tire Indonesia,1
291656,"Shanghai Michelin Warrior Tyre Co., Ltd.",Michelin Tyre Plc,1
291704,Gestion Soprema Canada Inc.,SOPREMA OBERROSSBACH,1
291810,Prometeon Tyre Group Srl,Prometeon Tyre Group Industria Brasil Ltda,1
292019,Reliance Spg Mills Ltd.,Diesel Fashion India Reliance Private Ltd.,1
292584,Bdp International Basf Imp.,Basf Chile S.A.,1
292647,Sika Mexicana S.A. De C.V.,Sika Sa,1
292849,Fenner USA,Fenner Dunlop (Charlotte) Inc.,1
292958,Basf Corporation,"Basf Co., Ltd. Yeosu",1
293163,Basf Pakistan Ltd.,Basf Peruana S.A.,1
293191,Bridgestone Stargard Sp Zoo,"Bridgestone （Huizhou）Synthetic Rubber Co., Ltd.",1
293282,SHOWA REKISEI,"Showa Rekisei Industries Co.,Ltd.",1
